id,count,stock,url,date,author,snippet,,,
1,1,Bharti Airtel Limited (BSE:532454),https://twitter.com/sherl0ckai/status/1922685795875340796,45791.6735,sherl0ckai,"Bharti Airtel Limited Q4 FY 2025 Earnings Call Summary (@airtelindia)

https://t.co/NAYiU4pbqX",,,
2,2,Bharti Airtel Limited (BSE:532454),https://twitter.com/gaze_observer/status/1922261937464717719,45790.50387,gaze_observer,"Bharti Airtel Limited Q4 FY25 Results:-
Consolidated
Revenue 47876.2 cr vs 37599.1 cr YoY up by 27.33% YoY &amp; up by 6.08% QoQ

PAT 12475.8 cr vs 2068.2 cr YoY &amp; 16134.6 cr QoQ
last Q3 Exceptional gain of 7545.6
This Q4 Tax Expense is negative 

#bhartiairtel #Q4FY25  #Q4Results https://t.co/f4P6pdgQGc",,,
3,3,Bharti Airtel Limited (BSE:532454),https://twitter.com/veerubone108/status/1921450729954213956,45788.26536,veerubone108,Online shopping iconnectbrand: Bharti Airtel Limited is a leading global telecomm... https://t.co/95J3VEv20W,,,
4,4,Bharti Airtel Limited (BSE:532454),https://twitter.com/UmeshMaddi8929/status/1921207234878492922,45787.59344,UmeshMaddi8929,"https://t.co/EYmXOy0Nf6
40&amp;campaignid=9411052&amp;device=other&amp;browser=chrome&amp;os=android&amp;osversion=android13&amp;country=IN&amp;language=en&amp;isp=bharti+airtel+limited&amp;user_activity=low",,,
5,5,Bharti Airtel Limited (BSE:532454),https://twitter.com/iilmahllko/status/1920353102839869929,45785.23648,iilmahllko,"Congratulations to Our Achievers!

We are proud to share that our PGDM Batch 2024–2026 students Chandresh Verma and Khushi Singh have secured their Summer Internships at Bharti Airtel Limited!

#IILMLucknow #SummerInternship2025 #StudentSuccess #PGDMBatch2024 #BhartiAirtel https://t.co/aQywsNY56D",,,
6,6,Bharti Airtel Limited (BSE:532454),https://twitter.com/BrightStake/status/1919913007632556061,45784.02205,BrightStake,"Bondada Engineering Limited has reported that its subsidiary, Bondada Green Engineering Private Limited (BGEPL), received a domestic work order from Bharti Airtel Limited to supply 6-meter-high, 60kg Hot Dipped Galvanised GI poles to Tamil Nadu. The order, valued at ₹1.33 crore. https://t.co/EMizFuyBl2",,,
7,7,Bharti Airtel Limited (BSE:532454),https://twitter.com/FromRag2riches/status/1919792002582954276,45783.68815,FromRag2riches,"🚨Bondada Engineering
Receipt of work orders from M/s. BHARTI AIRTEL LIMITED for Supply of 6 Mtr Height GI pole Wt 60kg (Hot Dipped Galvanised) without Base

💰1.33 crore

⏰Time period: 1 month

#BONDADA 
#MockDrill 
#AIRTEL 
#LUCIA 
#GI 
#amici24 
#TAMILNADU 
#StockMarket https://t.co/l1zXCUDEnE",,,
8,8,Bharti Airtel Limited (BSE:532454),https://twitter.com/xvi_harley/status/1919746541079679199,45783.5627,xvi_harley,"**SME News Bulletin 2025-05-06**

[Bondada Engineering Work Orders]
#Bondada - Bondada Engineering Receives Rs. 1,33,34,000 Work Orders from Bharti Airtel Limited",,,
9,9,Bharti Airtel Limited (BSE:532454),https://twitter.com/StatTell_Facts/status/1919672867165233359,45783.35939,StatTell_Facts,"Bondada Engineering Limited, namely M/s. Bondada Green Engineering Private Limited (BGEPL) has received work orders from M/s. BHARTI AIRTEL LIMITED
Order Value: Rs. 1,33,34,000/-
#Bondada #Airtel #NewOrder #NSE #BSE #FIIs #DIIs #StockMarketIndia #Nifty #Sensex #GIFTNIFTY",,,
10,10,Bharti Airtel Limited (BSE:532454),https://twitter.com/alkeshthakkar/status/1919642657397031081,45783.27603,alkeshthakkar,"ORDER DATE 06/05/2025

#BONDADA - 390.90

M/s. Bondada Engineering Limited (“BONDADA”), namely M/s. Bondada Green Engineering Private Limited (BGEPL) has received work orders from M/s. BHARTI AIRTEL LIMITED https://t.co/ma1Dh3iN5H",,,
11,11,Bharti Airtel Limited (BSE:532454),https://twitter.com/SMESTOCKNEWS/status/1919642091539595786,45783.27447,SMESTOCKNEWS,"BONDADA ENGINEERING Received an order worth Rs. 1,33,34,000 from m M/s. BHARTI AIRTEL LIMITED for the Supply of 6 Mtr Height GI pole Wt 60kg (Hot Dipped Galvanised) without Base to Tamil Nadu. #BONDADAENGG https://t.co/WVeaIpN6L9",,,
12,12,Bharti Airtel Limited (BSE:532454),https://twitter.com/ThanksDeepest/status/1919641674579341809,45783.27332,ThanksDeepest,"Bondada Engineering Ltd -has received work orders from M/s. BHARTI AIRTEL LIMITED, https://t.co/knsHibzItq",,,
13,13,Bharti Airtel Limited (BSE:532454),https://twitter.com/IndianStockEco/status/1919640462404772213,45783.26998,IndianStockEco,"🚨Bondada Engineering:
👉Company has received work orders woth Rs. 1,33,34,000/- from M/s. BHARTI AIRTEL LIMITED to Supply of 6 Mtr Height GI pole Wt 60kg (Hot Dipped Galvanised) without Base to Tamil Nadu. https://t.co/LcdKsw5aID",,,
14,14,Bharti Airtel Limited (BSE:532454),https://twitter.com/nileshkurhade/status/1919639339572531478,45783.26688,nileshkurhade,"📌 Bondada Engineering Ltd informed the exchange that M/s. Bondada Green Engineering Private Ltd (BGEPL), one of its subsidiaries, has received work orders from M/s. BHARTI AIRTEL LIMITED for the supply of 6 Mtr Height GI pole Wt 60kg (Hot Dipped Galvanised) without Base to Tamil… https://t.co/jEDmRtf6Ph",,,
15,15,Bharti Airtel Limited (BSE:532454),https://twitter.com/cqnow_/status/1919097627255415215,45781.77204,cqnow_,"🟩 Bharti Airtel Limited: 

Airtel has reiterated its request to the government to convert over 41,000 crore of adjusted gross revenue dues into equity to alleviate the financial strain on its promoter Bharti Telecom, which has a debt of around 40,000...
https://t.co/bCYNZVznJN",,,
16,16,Bharti Airtel Limited (BSE:532454),https://twitter.com/ShivamKuma23973/status/1918644555907490124,45780.52179,ShivamKuma23973,"Dear @airtelindia @airtelnews @Airtel_Presence @airtelcomplaint  @airtelcomplaint #Airtel 
I have coming message from Airtel number 82520 36065 on WhatsApp Pushpa correia from Bharti Airtel limited (emp. Id B0067060) senior Naresh kumar sharma (emp. Id B0306033 for giving work",,,
17,17,Bharti Airtel Limited (BSE:532454),https://twitter.com/cqnow_/status/1917796472260551128,45778.18153,cqnow_,"🟩 Bharti Airtel Limited: 

Bharti Airtel has seen an increase in weightage in the portfolio, suggesting confidence in its growth prospects.
https://t.co/QOzPGCvThd",,,
18,18,Bharti Airtel Limited (BSE:532454),https://twitter.com/Amitav2011/status/1917630318443651148,45777.72303,Amitav2011,"Nokia and Bharti (Bharti Airtel Limited ) expand their long partnership to enhance 5G capabilities across India. 
Find more details here: https://t.co/3I0ddVaPxJ
https://t.co/LgKzTR4bSc",,,
19,1,Infosys Limited (NSEI:INFY),https://twitter.com/FlashStoX/status/1922956243079135692,45792.41978,FlashStoX,"Infosys Limited

Infosys extends strategic collaboration with DNB Bank ASA, Norway, to boost digital transformation using AI and ML, improving IT resilience and customer experience.

#INFY #Breaking  #FlashStox  #StockMarket",,,
20,2,Infosys Limited (NSEI:INFY),https://twitter.com/FlashStoX/status/1922229586685002240,45790.41459,FlashStoX,"Infosys Limited

Infosys partners with LTA as official AI and Innovation Partner for HSBC Championships until 2027 using Topaz.

#INFY #Breaking  #FlashStox  #StockMarket",,,
21,3,Infosys Limited (NSEI:INFY),https://twitter.com/updates_trade/status/1920818868534341651,45786.52176,updates_trade,"Company: Infosys Limited
Infosys Employee Benefits Trust (Other) SOLD 1.018 lakhs shares, value Rs. 15.348 cr (Rs. 1507.67 / share) through Market Sale.",,,
22,4,Infosys Limited (NSEI:INFY),https://twitter.com/FlashStoX/status/1920084139371643309,45784.49428,FlashStoX,"Infosys Limited

Infosys renews collaboration with International Tennis Hall of Fame until 2028, leveraging AI to enhance fan engagement and preserve tennis history.

MCap: 626644.39 Cr.  CMP: 1508.8  

#INFY #Breaking  #FlashStox  #StockMarket",,,
23,5,Infosys Limited (NSEI:INFY),https://twitter.com/greatzambiajobs/status/1920014049636405701,45784.30088,greatzambiajobs,"Full Stack Developer job at Findura Infosys Limited
 https://t.co/O4Rh7INYWM
Deadline of this Job: Friday",,,
24,6,Infosys Limited (NSEI:INFY),https://twitter.com/updates_trade/status/1919761653756756433,45783.6044,updates_trade,"Company: Infosys Limited
Suresh Ramasubbu (-) SOLD 353.0 shares, value Rs. 5.293 lakhs (Rs. 1499.36 / share) through ESOP.",,,
25,7,Infosys Limited (NSEI:INFY),https://twitter.com/NSEIndia/status/1919408588369350906,45782.63013,NSEIndia,"The Regional Investor Seminar for Awareness (RISA) was successfully held on April 30, 2025, at Infosys Limited, Bengaluru. The session featured esteemed speakers, Shri V. S. Sundaresan, Executive Director, SEBI; Shri Ankit Sharma, Chief Regulatory Officer – Listing and Investor… https://t.co/0TAZ6pIfis",,,
26,8,Infosys Limited (NSEI:INFY),https://twitter.com/sherl0ckai/status/1918246710410875097,45779.42395,sherl0ckai,"Infosys Limited Announces Shareholding Restructuring 📈 (@Infosys)

https://t.co/t9rbsKrvP8",,,
27,9,Infosys Limited (NSEI:INFY),https://twitter.com/alpha_defense/status/1918210350597677514,45779.32361,alpha_defense,"#UPDATE | 4 Indian Vendors clears the Technical Evaluation for the 𝗗𝗲𝘁𝗮𝗶𝗹 𝗗𝗲𝘀𝗶𝗴𝗻 𝗮𝗻𝗱 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿𝗶𝗻𝗴 𝗼𝗳 𝗔𝗶𝗿𝗳𝗿𝗮𝗺𝗲 𝗳𝗼𝗿 𝗔𝗱𝘃𝗮𝗻𝗰𝗲𝗱 𝗙𝗶𝗴𝗵𝘁𝗲𝗿 𝗔𝗶𝗿𝗰𝗿𝗮𝗳𝘁 (𝗔𝗠𝗖𝗔).

The above vendors are : Infosys Limited, Tata Consultancy Services… https://t.co/QUvFvGpPQd",,,
28,10,Infosys Limited (NSEI:INFY),https://twitter.com/BrightStake/status/1918133743824351305,45779.11222,BrightStake,"Infosys Limited has completed the acquisition of MRE Consulting, a Houston-based energy and commodity trading/risk management (E/CTRM) consulting firm. This acquisition strengthens Infosys’ capabilities in the energy sector by integrating MRE’s expertise in E/CTRM platforms. https://t.co/2PRZGk6vke",,,
29,11,Infosys Limited (NSEI:INFY),https://twitter.com/updates_trade/status/1916817497363210279,45775.48007,updates_trade,"Company: Infosys Limited
Infosys Employee Benefits Trust (Other) SOLD 34920.0 shares, value Rs. 5.183 cr (Rs. 1484.19 / share) through Off Market.",,,
30,12,Infosys Limited (NSEI:INFY),https://twitter.com/cqnow_/status/1915599807718052215,45772.11988,cqnow_,"🟥 Infosys Limited: 

Infosys expects a slowdown in growth after a 4.2% revenue increase last year and has reduced its workforce by 6%, reflecting adjustments to a subdued global economy and changing client demands for AI-driven cost-cutting.
https://t.co/yeW4b3IQsW",,,
31,13,Infosys Limited (NSEI:INFY),https://twitter.com/_Investor_Feed_/status/1915047302068048167,45770.59527,_Investor_Feed_,"Infosys Expands Down Under with New Australian Subsidiary 🇦🇺💼 | MCap 6,15,513.64 Cr

- New subsidiary: Infosys Australia Technology Services Pty Ltd
- Incorporated on April 23, 2025
- Wholly owned by Infosys Singapore Pte. Ltd (itself a subsidiary of Infosys Limited)
- Operates… https://t.co/uWQRYvSilH",,,
32,14,Infosys Limited (NSEI:INFY),https://twitter.com/cqnow_/status/1914847672424640655,45770.04439,cqnow_,"🟥 Infosys Limited: 

Infosys experienced a decrease in large deals during FY25, which points to weaker revenue growth prospects for the upcoming year.
https://t.co/DGWMSkBCMJ",,,
33,15,Infosys Limited (NSEI:INFY),https://twitter.com/nodex_india/status/1914716351978971600,45769.68201,nodex_india,"Infosys Limited has established a new wholly-owned subsidiary, Infosys Energy Consulting Services LLC, in the US. This move aims to enhance their consulting capabilities in the energy sector. 🌍💡 #Infosys #EnergyConsulting #Tech",,,
34,16,Infosys Limited (NSEI:INFY),https://twitter.com/STPIHyderabad/status/1914531114682867764,45769.17086,STPIHyderabad,Congratulations M/s INFOSYS LIMITED! for renewal of license!#GrowWithSTPI #DigitalIndia #STPIINDIA #startupindia @AshwiniVaishnaw @JitinPrasada @stpiindia @GoI_MeitY @Infosys https://t.co/cNpc5y05fs,,,
35,17,Infosys Limited (NSEI:INFY),https://twitter.com/Beachdudeca/status/1914496528460472339,45769.07542,Beachdudeca,"Infosys Limited ( $INFY) 1070+ staff cut, India 🇮🇳
Layoff Layoffs 

After Mass Layoff Of Nearly 700 Trainees, Infosys Terminates 370 More

https://t.co/Lztte5DW8B",,,
36,18,Infosys Limited (NSEI:INFY),https://twitter.com/ANKITSH85153215/status/1914355500378120633,45768.68625,ANKITSH85153215,"$INFY Shares Gap Up – Here’s What Happened

https://t.co/7XLvNvTUDq

Shares of Infosys Limited (NYSE:INFY) gapped up prior to trading on Monday, with analysts providing mixed ratings on the stock. The company recently reported earnings results, exceeding expectations. Various…",,,
37,19,Infosys Limited (NSEI:INFY),https://twitter.com/sherl0ckai/status/1913528862220202005,45766.40517,sherl0ckai,"Infosys Limited Q4 FY '25 Earnings Call Summary (@Infosys)

https://t.co/5OXLhg5j1F",,,
38,20,Infosys Limited (NSEI:INFY),https://twitter.com/englopath/status/1913514429788168449,45766.36535,englopath,"Recommended a final dividend of 22/- per equity share for the financial year ended March 31, 2025.

Q4 Result FY2024-25: Infosys Limited
#englopath
#Q4_Result_FY2024_25
#StockMarketIndia
#InfosysLimited https://t.co/wEHr5T1tf5",,,
39,1,Hindustan Unilever Limited (BSE:500696),https://twitter.com/BombayChamber/status/1920352729295433809,45785.23545,BombayChamber,Successfully concluded an insightful site visit to Hindustan Unilever Limited’s Silvassa (Amli) Factory. https://t.co/nVIYCBl4R6,,,
40,2,Hindustan Unilever Limited (BSE:500696),https://twitter.com/amjaviya/status/1919666279000002937,45783.34122,amjaviya,"8. Hindustan Unilever Limited

Current CEO: Rohit Jawa
Year of Foundation: 1933
Hindustan Unilever, an Indian consumer goods company, is a subsidiary of the British-Dutch company Unilever. Its diverse portfolio includes cleaning agents, water purifiers, and personal care products… https://t.co/GEQ5rJJh6o",,,
41,3,Hindustan Unilever Limited (BSE:500696),https://twitter.com/AayushGupt88249/status/1918883502612713648,45781.18116,AayushGupt88249,"@HetalChheda5 Kisi ki research report mein aa jayega yeh share ab, dekhna like Hindustan unilever limited",,,
42,4,Hindustan Unilever Limited (BSE:500696),https://twitter.com/akm1410/status/1918177424908624243,45779.23275,akm1410,"Someone needs to call out India’s fund managers and their bonhomie with Hindustan Unilever Limited, and it’d rather be us. HUL has repeatedly fallen short of expectations but DIIs continue to buy it.

Excellent story from @ujval_nanavati. 

https://t.co/gl5tvIqRPz",,,
43,5,Hindustan Unilever Limited (BSE:500696),https://twitter.com/sherl0ckai/status/1917607686197194889,45777.66058,sherl0ckai,"Hindustan Unilever Limited: Q4 and FY 2025 Earnings Call Highlights 📊 (@HUL_News)

https://t.co/n26lY759AO",,,
44,6,Hindustan Unilever Limited (BSE:500696),https://twitter.com/indialicensexpo/status/1917454300483092698,45777.23731,indialicensexpo,"Comfort, the fabric enhancer brand under Hindustan @Unilever Limited (HUL), has announced the appointment of actress @iamRashmika as its new brand ambassador. The collaboration comes alongside the relaunch of the brand’s flagship product, Comfort Blue, now upgraded with Smart… https://t.co/88aqzrxsXv",,,
45,7,Hindustan Unilever Limited (BSE:500696),https://twitter.com/cqnow_/status/1917069140868698378,45776.17448,cqnow_,"🟩 Hindustan Unilever Limited: 

JM Financial has maintained a Buy rating on Hindustan Unilever with a revised target price of Rs 2,555, up from Rs 2,485, expecting the price to reach this level within a year. The company reported a consolidated total...
https://t.co/9EVviWpE7Y",,,
46,8,Hindustan Unilever Limited (BSE:500696),https://twitter.com/SPJIMR/status/1916819274511036528,45775.48498,SPJIMR,"SPJIMR Class of 2025: Ready to lead the future

SPJIMR will host its Annual Convocation 2025, to be held on Saturday, May 17, 2025, from 6:40 pm onwards at our Mumbai campus.

We are honoured to welcome Mr. Nitin Paranjpe, Non-Executive Chairman, Hindustan Unilever Limited, as… https://t.co/XkFph0grHz",,,
47,9,Hindustan Unilever Limited (BSE:500696),https://twitter.com/updatestiruchi/status/1916695597794328980,45775.14369,updatestiruchi,"TN’s Fast Mover Advantage for Consumer Goods 👏 

As per SIPCOT official info to TOI Global FMCG Major Hindustan Unilever Limited (HUL) has also evinced interest in establishing a factory at Manapparai SIPCOT to manufacture Boost, Horlicks and other malted drinks 🙌 😇

PepsiCo… https://t.co/sFJaIfYjZo",,,
48,10,Hindustan Unilever Limited (BSE:500696),https://twitter.com/reallegalwiki/status/1916491044658487522,45774.57924,reallegalwiki,"The Delhi High Court recorded a settlement between Honasa #Consumer Limited (#Mamaearth’s parent) and Hindustan Unilever Limited (HUL) in an ad disparagement dispute. 

Read details https://t.co/Aas3VYsUpV

#Mamaearth #Lakme #legalnews",,,
49,11,Hindustan Unilever Limited (BSE:500696),https://twitter.com/cqnow_/status/1915981941293146239,45773.17438,cqnow_,"🟩 Hindustan Unilever Limited: 

Sumeet Bagadia advises buying HUL at 2332.20 with a target of 2550 and a stop loss at 2225, highlighting strong buying interest from lower levels and a potential shift in sentiment following a significant correction.
https://t.co/cFZnGGRmuA",,,
50,12,Hindustan Unilever Limited (BSE:500696),https://twitter.com/Indian_Retailer/status/1915719194169008372,45772.44933,Indian_Retailer,"Hindustan Unilever Limited (HUL) has announced its financial results for the quarter ended March 31, 2025. The company reported a marginal quarter-on-quarter increase in advertisi...

Read more: https://t.co/qQD6RLPa17

#retail #business #market #news #update #HUL #annual #profit https://t.co/iVz6MYYhea",,,
